Remember	Numerical Expressions	involving Complex Numbers
 Remember	Numerical Equations	involving Complex Numbers
 Remember	Properties of Objects	involving Complex Numbers
 Remember	Properties of Operations	involving Complex Numbers
 Remember	Common Factors	involving Complex Numbers
 Remember	Multiples	involving Complex Numbers
 Remember	Common Multiples	involving Complex Numbers
 Remember	Congruence	involving Complex Numbers
 Remember	Similarity	involving Complex Numbers
 Remember	Numerical Inequalities	involving Complex Numbers
 Remember	Algebraic Equations	involving Complex Numbers
 Remember	Algebraic Inequalities	involving Complex Numbers
 Remember	Simultaneous Equations	involving Complex Numbers
 Remember	Statistical Variability	involving Complex Numbers
 Remember	Distributions	involving Complex Numbers
 Remember	Probability Models	involving Complex Numbers
 Remember	Bivariate Data	involving Complex Numbers
 Remember	Dependent Variables	involving Complex Numbers
 Remember	Independent Variables	involving Complex Numbers
 Remember	Sums	involving Complex Numbers
 Remember	Differences	involving Complex Numbers
 Remember	Products	involving Complex Numbers
 Remember	Quotients	involving Complex Numbers
 Remember	Remainders	involving Complex Numbers
 Remember	Samples	involving Complex Numbers
 Evaluate	Numerical Expressions	involving Complex Numbers
 Evaluate	Numerical Equations	involving Complex Numbers
 Evaluate	Properties of Objects	involving Complex Numbers
 Evaluate	Properties of Operations	involving Complex Numbers
 Evaluate	Common Factors	involving Complex Numbers
 Evaluate	Multiples	involving Complex Numbers
 Evaluate	Common Multiples	involving Complex Numbers
 Evaluate	Congruence	involving Complex Numbers
 Evaluate	Similarity	involving Complex Numbers
 Evaluate	Numerical Inequalities	involving Complex Numbers
 Evaluate	Algebraic Equations	involving Complex Numbers
 Evaluate	Algebraic Inequalities	involving Complex Numbers
 Evaluate	Simultaneous Equations	involving Complex Numbers
 Evaluate	Statistical Variability	involving Complex Numbers
 Evaluate	Distributions	involving Complex Numbers
 Evaluate	Probability Models	involving Complex Numbers
 Evaluate	Bivariate Data	involving Complex Numbers
 Evaluate	Dependent Variables	involving Complex Numbers
 Evaluate	Independent Variables	involving Complex Numbers
 Evaluate	Sums	involving Complex Numbers
 Evaluate	Differences	involving Complex Numbers
 Evaluate	Products	involving Complex Numbers
 Evaluate	Quotients	involving Complex Numbers
 Evaluate	Remainders	involving Complex Numbers
 Evaluate	Samples	involving Complex Numbers
 Create	Numerical Expressions	involving Complex Numbers
 Create	Numerical Equations	involving Complex Numbers
 Create	Properties of Objects	involving Complex Numbers
 Create	Properties of Operations	involving Complex Numbers
 Create	Common Factors	involving Complex Numbers
 Create	Multiples	involving Complex Numbers
 Create	Common Multiples	involving Complex Numbers
 Create	Congruence	involving Complex Numbers
 Create	Similarity	involving Complex Numbers
 Create	Numerical Inequalities	involving Complex Numbers
 Create	Algebraic Equations	involving Complex Numbers
 Create	Algebraic Inequalities	involving Complex Numbers
 Create	Simultaneous Equations	involving Complex Numbers
 Create	Statistical Variability	involving Complex Numbers
 Create	Distributions	involving Complex Numbers
 Create	Probability Models	involving Complex Numbers
 Create	Bivariate Data	involving Complex Numbers
 Create	Dependent Variables	involving Complex Numbers
 Create	Independent Variables	involving Complex Numbers
 Create	Sums	involving Complex Numbers
 Create	Differences	involving Complex Numbers
 Create	Products	involving Complex Numbers
 Create	Quotients	involving Complex Numbers
 Create	Remainders	involving Complex Numbers
 Create	Samples	involving Complex Numbers
 Understand	Numerical Expressions	involving Complex Numbers
 Understand	Numerical Equations	involving Complex Numbers
 Understand	Properties of Objects	involving Complex Numbers
 Understand	Properties of Operations	involving Complex Numbers
 Understand	Common Factors	involving Complex Numbers
 Understand	Multiples	involving Complex Numbers
 Understand	Common Multiples	involving Complex Numbers
 Understand	Congruence	involving Complex Numbers
 Understand	Similarity	involving Complex Numbers
 Understand	Numerical Inequalities	involving Complex Numbers
 Understand	Algebraic Equations	involving Complex Numbers
 Understand	Algebraic Inequalities	involving Complex Numbers
 Understand	Simultaneous Equations	involving Complex Numbers
 Understand	Statistical Variability	involving Complex Numbers
 Understand	Distributions	involving Complex Numbers
 Understand	Probability Models	involving Complex Numbers
 Understand	Bivariate Data	involving Complex Numbers
 Understand	Dependent Variables	involving Complex Numbers
 Understand	Independent Variables	involving Complex Numbers
 Understand	Sums	involving Complex Numbers
 Understand	Differences	involving Complex Numbers
 Understand	Products	involving Complex Numbers
 Understand	Quotients	involving Complex Numbers
 Understand	Remainders	involving Complex Numbers
 Understand	Samples	involving Complex Numbers
 Apply	Numerical Expressions	involving Complex Numbers
 Apply	Numerical Equations	involving Complex Numbers
 Apply	Properties of Objects	involving Complex Numbers
 Apply	Properties of Operations	involving Complex Numbers
 Apply	Common Factors	involving Complex Numbers
 Apply	Multiples	involving Complex Numbers
 Apply	Common Multiples	involving Complex Numbers
 Apply	Congruence	involving Complex Numbers
 Apply	Similarity	involving Complex Numbers
 Apply	Numerical Inequalities	involving Complex Numbers
 Apply	Algebraic Equations	involving Complex Numbers
 Apply	Algebraic Inequalities	involving Complex Numbers
 Apply	Simultaneous Equations	involving Complex Numbers
 Apply	Statistical Variability	involving Complex Numbers
 Apply	Distributions	involving Complex Numbers
 Apply	Probability Models	involving Complex Numbers
 Apply	Bivariate Data	involving Complex Numbers
 Apply	Dependent Variables	involving Complex Numbers
 Apply	Independent Variables	involving Complex Numbers
 Apply	Sums	involving Complex Numbers
 Apply	Differences	involving Complex Numbers
 Apply	Products	involving Complex Numbers
 Apply	Quotients	involving Complex Numbers
 Apply	Remainders	involving Complex Numbers
 Apply	Samples	involving Complex Numbers
 Analyze	Numerical Expressions	involving Complex Numbers
 Analyze	Numerical Equations	involving Complex Numbers
 Analyze	Properties of Objects	involving Complex Numbers
 Analyze	Properties of Operations	involving Complex Numbers
 Analyze	Common Factors	involving Complex Numbers
 Analyze	Multiples	involving Complex Numbers
 Analyze	Common Multiples	involving Complex Numbers
 Analyze	Congruence	involving Complex Numbers
 Analyze	Similarity	involving Complex Numbers
 Analyze	Numerical Inequalities	involving Complex Numbers
 Analyze	Algebraic Equations	involving Complex Numbers
 Analyze	Algebraic Inequalities	involving Complex Numbers
 Analyze	Simultaneous Equations	involving Complex Numbers
 Analyze	Statistical Variability	involving Complex Numbers
 Analyze	Distributions	involving Complex Numbers
 Analyze	Probability Models	involving Complex Numbers
 Analyze	Bivariate Data	involving Complex Numbers
 Analyze	Dependent Variables	involving Complex Numbers
 Analyze	Independent Variables	involving Complex Numbers
 Analyze	Sums	involving Complex Numbers
 Analyze	Differences	involving Complex Numbers
 Analyze	Products	involving Complex Numbers
 Analyze	Quotients	involving Complex Numbers
 Analyze	Remainders	involving Complex Numbers
 Analyze	Samples	involving Complex Numbers
